"name","mail","mail2","tel","tel2","adrs","adrs2"
"ECOLE PRIVEE JEANNE D'ARC","jeannedarc.vichy@wanadoo.fr","Not found","04 70 98 50 60","Not found","12 rue du Maréchal Joffre03200 VICHYFrance","Annexe : Notre-Dame de Lourdes50 rue Jean Jaurès"
"ECOLE PRIVEE SAINT-JOSEPH  LE SACRE-COEUR","stjolaguyo@wanadoo.fr","Not found","02 51 41 76 73","Not found","57 rue de l'Amiral Duchaffault85600 LA GUYONNIEREFrance","Not found"
"ECOLE PRIVEE MONTFORT","ec.crossac.montfort@ec44.scolanet.org","monforta@orange.fr","02 40 01 14 81","Not found","2 rue de la Brière44160 CROSSACFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","collegebourlon@free.fr","Not found","03 27 82 60 70","03 27 74 14 63","Rue Victor Lacroix62860 BOURLONFrance","Ecole : 6 rue de l'Eglise"
"ECOLE ET COLLEGE PRIVES SAINT-LOUIS  &amp; LP JEANNE D'ARC","Not found","Not found","03 24 71 83 76","Not found","27 rue Bournizet08400 VOUZIERSFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-ANNE","csaorcines@ac-clermont.fr","Not found","04 73 62 10 28","04 73 62 10 46","Collège : 1 rue du Commerce - BP 0563870 ORCINESFrance","Ecole : 27 route des Puys"
"ECOLE PRIVEE SAINT-MICHEL","st.michel.orchies@ddec59c.org","ecole.st-michel.orchies@wanadoo.fr","03 20 84 76 14","Not found","6 bis rue de la Poterne59310 ORCHIESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","02 97 27 22 87","Not found","5 rue du Porhoët56500 LA CHAPELLE NEUVEFrance","Not found"
"ECOLE PRIVEE SAINT-LAURENT","Not found","Not found","02 97 22 78 66","Not found","Rue Renan le Cunff56430 CONCORETFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","ecolestlouis-radenac@wanadoo.fr","Not found","02 97 22 46 96","Not found","13 rue du Stade56500 RADENACFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","ecolesimple@wanadoo.fr","Not found","02 43 98 93 60","Not found","2 rue des Lutins53360 SIMPLEFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","sacrecoeur.montigne@wanadoo.fr","Not found","02 43 98 36 44","Not found","7 rue des Ecoles53970 MONTIGNE LE BRILLANTFrance","Not found"
"ECOLE PRIVEE  SOEUR EMMANUELLE","ecolepriveevasles@orange.fr","Not found","05 49 69 91 62","Not found","5 place du 25 Août79340 VASLESFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINT-JOSEPH - TIMON DAVID","cp.stjoaix@free.fr","ct.stjoaix@free.fr","04 42 23 02 19","Not found","16 cours Saint-Louis13100 AIX EN PROVENCEFrance","Not found"
"ECOLE ET COLLEGE PRIVES LES MARISTES","ensemblescolaire@maristes-bdp.com","directionprimaire@maristes-bdp.com","04 75 72 70 50","04 75 72 70 52","14 avenue Antonin Vallon - BP 8526302 BOURG DE PEAGE CEDEXFrance","Not found"
"ECOLE PRIVEE SAINT-GABRIEL","contact@ecolesaintgabriel.com","Not found","05 56 44 31 34","Not found","68 rue Mondenard33000 BORDEAUXFrance","Not found"
"ECOLE PRIVEE  LE DONJON","Not found","Not found","02 51 91 85 48","Not found","30 rue du Vieux Château85700 POUZAUGESFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN","Not found","stjacques@udogecs.fr","03 22 44 86 12","Not found","119 rue du Faubourg de Hem80000 AMIENSFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","02 97 75 74 00","Not found","Rue du Pourpris56380 BEIGNONFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","eco.nd.la-gree-st-laurent@ddec56.org","Not found","02 97 75 53 49","Not found","Le Bourg56120 LA GREE ST LAURENTFrance","Not found"
"ECOLE PRIVEE SAINTE-MARTHE","ecole.s.marthe@tiscali.fr","Not found","02 43 68 60 77","Not found","6 rue de la Grange53240 ST GERMAIN D ANXUREFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS - SAINT-PIERRE","institutionsaintlouis.17@wanadoo.fr","Not found","05 46 97 00 46","Not found","73 avenue André Malraux17250 PONT L ABBE D ARNOULTFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE","saint.pierre.ecole@wanadoo.fr","Not found","02 99 88 41 52","Not found","49 rue Saint-Guillaume35730 PLEURTUITFrance","Not found"
"ECOLE ET COLLEGE PRIVES   SACRE-COEUR SAINT-JOSEPH","Not found","Not found","03 20 94 05 81","03 20 94 12 92","15 bis rue Alphonse Daudet59960 NEUVILLE EN FERRAINFrance","Ecole Sacré-Coeur : 29 rue de Tourcoing"
"ECOLE ET COLLEGE PRIVES SAINTE-MARTHE","nbensoussan@sainte-marthe-draguignan.com","mkummer@sainte-marthe-draguignan.com","04 94 68 05 44","Not found","83 route de Montferrat83300 DRAGUIGNANFrance","Not found"
"ECOLE PRIVEE SAINT-ROCH","st.roch.cambrai@ddec59c.org","Not found","03 27 83 90 25","Not found","107 rue Lévêque59400 CAMBRAIFrance","Not found"
"ECOLE PRIVEE SAINT-VINCENT","Not found","Not found","03 20 07 09 34","Not found","2 rue Sainte-Anne59120 LOOS LEZ LILLEFrance","Not found"
"ECOLE PRIVEE SAINT-YVES","ec.nantes.st-yves@ec44.scolanet.org","ecole.saintyves@free.fr","02 40 30 24 10","Not found","498 route de St-Joseph de Porterie44300 NANTESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","05 63 30 45 06","Not found","3 Côte du Couvent82230 MONCLAR DE QUERCYFrance","Not found"
"ECOLE PRIVEE SAINTE-ELISABETH","ste.elisabeth.roquefort@mailclub.net","Not found","05 58 45 50 95","Not found","25 rue de Besselerre40120 ROQUEFORTFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","eco35.ste-j-arc.messac@ecbretagne.org","Not found","02 99 34 62 90","Not found","24 rue Jeanne d'Arc35480 MESSACFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","eco35.notre-dame-st-suliac@ecbretagne.org","Not found","02 99 58 41 82","Not found","Rue Besnier35430 ST SULIACFrance","Not found"
"ECOLE PRIVEE SAINT-SEBASTIEN","eco35.privee.le-pertre@ecbretagne.org","Not found","02 99 96 91 49","Not found","21 rue de la Forêt35370 LE PERTREFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","saintjo@wanadoo.fr","ecolestjoarras@orange.fr","03 21 71 83 23","Not found","1 rue de la Gouvernance62000 ARRASFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","ecole.saintetherese@wanadoo.fr","Not found","02 33 48 81 71","Not found","70 Grande Rue50530 SARTILLYFrance","Not found"
"ECOLE LAMAZOU","ecole.lamazou@wanadoo.fr","Not found","01 45 27 59 06","Not found","80 rue Boileau75016 PARISFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ste.anne.plabennec.29@wanadoo.fr","Not found","02 98 40 42 60","Not found","35 rue des 3 Frères Le Roy29860 PLABENNECFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ste.anne.cambrai@ddec59c.org","Not found","03 27 83 34 22","Not found","22 rue de Crèvecoeur59400 CAMBRAIFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","05 59 31 83 42","Not found","Le Bourg64990 MOUGUERREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","saintjoseph-arthez@orange.fr","Not found","05 59 67 70 49","Not found","41 rue la Carrère64370 ARTHEZ DE BEARNFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","Not found","Not found","02 33 38 83 30","Not found","18 rue du Mont Saint-Michel61350 MANTILLYFrance","Not found"
"ECOLE PRIVEE SAINTE-CATHERINE DE SIENNE","eco35.ste-catherine.tresboeuf@ecbretagne.org","Not found","02 99 44 64 73","Not found","2 rue des Tilleuls35320 TRESBOEUFFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","eco35.ste-therese.moutiers@ecbretagne.org","Not found","02 99 96 26 70","Not found","Rue des Ecoliers35130 MOUTIERSFrance","Not found"
"ECOLE PRIMAIRE PRIVEE SAINT-PATRICE","Not found","Not found","02 31 92 13 46","Not found","Avenue Yves Dubois de la Cotardière14400 BAYEUXFrance","Not found"
"ECOLE PRIVEE SAINT-BLAISE","Not found","Not found","03 20 94 66 22","Not found","488 rue du Clinquet59200 TOURCOINGFrance","Not found"
"ECOLE PRIVEE SAINTE-EUSTELLE","ste.eustelle@wanadoo.fr","Not found","05 46 70 67 97","Not found","1 allée des Platanes17500 OZILLACFrance","Not found"
"ECOLE PRIVEE SAINTE-GENEVIEVE","Not found","Not found","03 20 83 01 32","Not found","229 rue de la Vallée59510 HEMFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecole-ndt.tourlaville@wanadoo.fr","Not found","02 33 22 00 07","Not found","181 rue Gambetta50110 TOURLAVILLEFrance","Not found"
"ECOLE PRIVEE SAINT-MICHEL","saintmichel.ecole@wanadoo.fr","Not found","02 33 21 22 11","Not found","Route Saint-Sauveur50360 PICAUVILLEFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN-BAPTISTE","Not found","Not found","02 31 23 61 51","Not found","Not found","Not found"
"ECOLE PRIVEE LE BON SAUVEUR","ecole.bs@wanadoo.fr","ecolebonsauveur.albi@ec-mp.org","05 63 38 25 96","Not found","2 boulevard Paul Bodin81000 ALBIFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH SACRE-COEUR","st.joseph.st.just@wanadoo.fr","ec.stjo.just@ec43.org","04 77 35 60 74","Not found","1 rue du Midi43240 ST JUST MALMONTFrance","Not found"
"ECOLE PRIVEE LE GRAND CEDRE","ecole-le-grand-cedre@wanadoo.fr","Not found","04 77 75 06 64","Not found","175 rue Saint-Ennemond42800 GENILACFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-THERESE","Not found","Not found","01 60 04 13 27","Not found","43 rue Pasteur77860 COUILLY PONT AUX DAMESFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE  COLLEGE ET LP PRIVES  NOTRE-DAME DE LA PROVIDENCE","prodie1@scolalor.net","Not found","03 29 56 17 77","Not found","14 rue Pasteur88100 ST DIEFrance","Ecole : rue d’Hellieule"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME - SEVIGNE","Not found","Not found","05 56 80 55 51","Not found","36 allée du 7ème Art33400 TALENCEFrance","Not found"
"ECOLE PRIVEE SAINT-FERDINAND","saint.ferdinand.bdx@wanadoo.fr","Not found","05 56 42 51 73","Not found","Allée Raymond Jean Dupouy33200 BORDEAUXFrance","Not found"
"ECOLE PRIVEE SAINT-VENANT","saint.venant@free.fr","ec.lameignanne.stvenant@ec49.org","02 41 32 60 97","Not found","8 rue H. Brisset49770 LA MEIGNANNEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ste.marie.noyant@wanadoo.fr","ec.noyantcanton.stemarie@ec49.org","02 41 89 50 03","Not found","5 place de l'Eglise49490 NOYANT CANTONFrance","Not found"
"ECOLE PRIVEE SAINTE-MONIQUE","ecole.stemonique@wanadoo.fr","ec.staugustin.stemonique@ec49.org","02 41 77 36 48","Not found","21 place de l'Eglise49170 ST AUGUSTIN DES BOISFrance","Not found"
"ECOLE PRIVEE FRERE SERDIEU","Ecole.Privee.Laurac@inforoutes-ardeche.fr","Not found","04 75 36 85 38","Not found","Rue Frère Serdieu07110 LAURAC EN VIVARAISFrance","Not found"
"ECOLE PRIVEE","ec-stepr@inforoutes-ardeche.fr","Not found","04 75 38 86 15","Not found","Le Village07510 STE EULALIEFrance","Not found"
"ECOLE PRIVEE ORTHIAL","ec-spipr@inforoutes-ardeche.fr","Not found","04 75 66 64 60","Not found","Quartier Orthial07190 ST PIERREVILLEFrance","Not found"
"ECOLE PRIVEE FRANÇOISE DOLTO","ecole.prive.f.dolto@wanadoo.fr","Not found","04 77 30 46 18","Not found","Boulevard Ravel de Malleval42570 ST HEANDFrance","Not found"
"ECOLE PRIVEE  ENFANT-JESUS","Not found","Not found","03 20 39 07 22","Not found","9 rue de la République59560 COMINESFrance","Not found"
"ECOLE PRIVEE  SAINT-JOSEPH","stjoseph.lodeve@wanadoo.fr","Not found","04 67 44 02 33","Not found","5 avenue de la République34700 LODEVEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole-ste-marie@wanadoo.fr","Not found","01 39 18 03 31","Not found","15 rue Béranger78170 LA CELLE ST CLOUDFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ste-marie.ep@wanadoo.fr","Not found","05 49 74 20 40","Not found","4 rue de la Fontaine79300 BEAULIEU SOUS BRESSUIREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","joseph.lecole-saint@wanadoo.fr","Not found","02 51 98 91 84","Not found","5 rue du Château d'Eau85540 ST VINCENT SUR GRAONFrance","Not found"
"ECOLE PRIVEE LA SOURCE","directeur@ecole-lasource.net","Not found","04 78 45 22 74","Not found","7 rue Hippolyte Bonnet69630 CHAPONOSTFrance","Not found"
"ECOLE PRIVEE EMILIE DE RODAT","Not found","Not found","05 63 65 51 93","Not found","1 avenue du Ramier82700 FINHANFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","stemarie.monsempron@wanadoo.fr","Not found","05 53 40 93 30","Not found","1-3 rue Beausoleil47500 MONSEMPRON LIBOSFrance","Not found"
"ECOLE PRIVEE LA PERVERIE","ec.nantes.perverie@ec44.scolanet.org","perverie.ecole@wanadoo.fr","02 40 93 32 78","Not found","59 rue de la Perverie  BP 7221544322 NANTES CEDEXFrance","Not found"
"ECOLE ET COLLEGE PRIVES LA SALLE","coacysal@edres74.ac-grenoble.fr","Not found","04 50 23 46 13","Not found","7 chemin du Bray74940 ANNECY LE VIEUXFrance","Not found"
"ECOLE ET COLLEGE PRIVES DU SACRE-COEUR","contact@sacre-coeur-havre.com","Not found","02 35 41 38 12","Not found","253 rue Aristide Briand76600 LE HAVREFrance","Not found"
"ECOLE ET COLLEGE PRIVES JEAN XXIII","secretariat.ecole@ecj23.org","Not found","03 89 42 38 57","03 89 42 64 24","190 avenue Aristide Briand68093 MULHOUSE CEDEXFrance","Primaire :"
"ECOLE PRIVEE SAINT-JOSEPH","accueil@ecole-st-joseph.org","ecole-saint-joseph4@wanadoo.fr","01 39 19 14 00","Not found","2 place de l'Eglise78700 CONFLANS STE HONORINEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE SAINT-JOSEPH","ec.reze.st-joseph@ec44.scolanet.org","Not found","02 40 75 20 52","Not found","10 rue Louis Macé44400 REZEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC  LE SACRE-COEUR","scoeur.stmaurice@wanadoo.fr","ec.scoe.mau@ec43.org","04 71 65 36 32","04 71 65 34 34","Maternelle : Place Eugène Chapon43200 ST MAURICE DE LIGNONFrance","Primaire : 48 rue Nationale"
"ECOLE PRIVEE SAINTE-ALEXANDRINE","ce.0421370l@ac-lyon.fr","Not found","04 77 60 18 97","Not found","Chemin des Ecoliers42190 ST HILAIRE SOUS CHARLIEUFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecolestemarie34@free.fr","Not found","04 67 71 99 25","Not found","29 rue Karl Marx34590 MARSILLARGUESFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","jeanne.arc.bois.de.cene@wanadoo.fr","Not found","02 51 68 47 60","Not found","7 rue Gaston Dolbeau85710 BOIS DE CENEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole.lachapellepalluau@wanadoo.fr","Not found","02 51 98 61 52","Not found","3 rue de l'Ecole85670 LA CHAPELLE PALLUAUFrance","Not found"
"JEANNE D'ARC - ENFANT JESUS  ECOLE, COLLEGE   ET LYCEE PROFESSIONNEL PRIVES","jdaneu1@scolalor.tm.fr","Not found","03 29 94 03 20","Not found","1 avenue de Herringen88300 NEUFCHATEAUFrance","Not found"
"ECOLE ET COLLEGE PRIVES DE LA SALLE","ecole.lasalle34@wanadoo.fr","Not found","04 67 79 96 23","04 67 79 63 97","Ecole : 84 rue de Lunaret34000 MONTPELLIERFrance","Collège : 29 bis quai du Verdanson"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.plemet@eco.ecbretagne.org","Not found","02 96 25 98 40","Not found","13 rue de Bodiffe22210 PLEMETFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","02 99 91 35 22","02 99 91 35 23","2 rue de la Camors56220 ST JACUT LES PINSFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME - SAINT-JOSEPH","notre.dame.st.joseph.orthez@wanadoo.fr","Not found","05 59 69 09 35","Not found","10 rue Bourg-Vieux64300 ORTHEZFrance","Cycles 1 et 2 :6 rue Moncade"
"ECOLE PRIVEE L'EAU VIVE","ec-prive-migne@cg86.fr","Not found","05 49 51 60 37","Not found","31 rue du Centre86440 MIGNE AUXANCESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecolenotredame.fondette@wanadoo.fr","Not found","02 47 42 20 13","Not found","15 rue Noël Carlotti37230 FONDETTESFrance","Not found"
"ECOLE PRIVEE SACRE-COEUR","ecole-privee-falleron@cegetel.net","Not found","02 51 35 14 50","Not found","23 rue de la Croix Maréchaux85670 FALLERONFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecolesainteanne@wanadoo.fr","Not found","02 51 90 79 61","Not found","Place de Gaulle85340 L ILE D OLONNEFrance","Not found"
"ECOLE PRIVEE","ecolemoreilles@wanadoo.fr","Not found","02 51 27 96 54","Not found","5 rue du Foyer85450 MOREILLESFrance","Not found"
"ECOLE PRIVEE DU PRIEURE","Not found","Not found","04 75 45 11 09","Not found","Rue du Chevalier Bayard - BP 2026260 ST DONAT SUR L HERBASSEFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","st-joseph.le-chambon@wanadoo.fr","ecolesaintjoseph@hotmail.com","04 77 61 02 21","Not found","1 place du 8 Mai42500 LE CHAMBON FEUGEROLLESFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-THERESE","college_saintetherese_frontignan@yahoo.fr","primairestetherese@wanadoo.fr","04 67 46 66 66","Not found","Rue de l'Hospice - BP 31134113 FRONTIGNAN CEDEX 01France","Not found"
"ECOLE PRIVEE NOTRE-DAME","ec-pr-notre-dame-beaugency@ac-orleans-tours.fr","Not found","02 38 46 94 15","Not found","15 rue Porte Tavers45190 BEAUGENCYFrance","Not found"
"ECOLE PRIVEE SAINT-ANTOINE","ecole.saint-antoine@wanadoo.fr","Not found","02 41 43 76 73","Not found","6 rue Lamartine49100 ANGERSFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES","ce.0511349p@ac-reims.fr","Not found","03 26 55 29 68","Not found","6 rue Placet51200 EPERNAYFrance","Not found"
"ECOLE PRIVEE SAINT-CORENTIN","ecole.saint-corentin@wanadoo.fr","Not found","02 98 95 44 14","Not found","2 route de Brest29000 QUIMPERFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ste-anne-cantenay@wanadoo.fr","ec.cantenay.steanne@ec49.org","02 41 32 13 54","Not found","10 rue d'Anjou49460 CANTENAY EPINARDFrance","Not found"
"EXTERNAT PRIVE SAINT-MICHEL","saint.michel.administratif@wanadoo.fr","Not found","04 77 49 44 60","Not found","4 rue Jules Vallès42030 ST ETIENNE CEDEX 2France","Not found"
"ECOLE PRIMAIRE PRIVEE NOTRE-DAME","endvdirection@cegetel.net","Not found","04 66 88 33 98","Not found","Le Château30600 VAUVERTFrance","Not found"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME DES MISSIONS","nd-missions@83.scolanet.org","Not found","04 94 03 93 00","Not found","673 rue du Docteur Barrois83100 TOULONFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-GAUTHIER","st.gauthier16.college@wanadoo.fr","Not found","05 45 89 07 86","Not found","Rue de la Gerbo-Baudo16500 CONFOLENSFrance","Not found"
"INSTITUTION PRIVEE SAINT-JOSEPH  LA PROVIDENCE","ensemble.scolaire@saintjoseph-laprovidence.fr","Not found","03 87 04 43 87","Not found","10 rue Abbé Heydel57800 FREYMING MERLEBACHFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Groupe-Scolaire-St-Joseph@wanadoo.fr","Not found","04 71 20 43 51","Not found","1 Place de l'Eglise15160 ALLANCHEFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","ec.becon.stlouis@ec49.org","Not found","02 41 77 90 49","Not found","20 rue de Candé49370 BECON LES GRANITSFrance","Not found"
"ECOLE PRIVEE SAINT- CHARLES","Not found","Not found","02 97 45 02 38","Not found","9 rue de l'Océan56190 ARZALFrance","Not found"
"ECOLE PRIVEE SAINT-GOUSTAN","Not found","Not found","02 97 45 26 06","Not found","4 route de Kercardec56730 ST GILDAS DE RHUYSFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","stemarie@free.fr","Not found","02 97 56 93 07","Not found","11 rue Nationale56690 LANDEVANTFrance","Not found"
"ECOLE PRIVE SAINT-CYR - SAINTE-JULITTE","Not found","st-cyr.ste-julitte@wanadoo.fr","02 43 37 32 00","Not found","17 rue des Sports53210 ARGENTREFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","ecolesacrecoeur.champeon@wanadoo.fr","ec.champeon.sacrecoeur@ec53.org","02 43 00 83 95","Not found","2 rue de la Vallée53640 CHAMPEONFrance","Not found"
"ECOLE ET COLLEGE PRIVES DE LA SALLE","Not found","Not found","05 61 86 00 11","Not found","20 rue des Frères31820 PIBRACFrance","Not found"
"ECOLE ET COLLEGE PRIVES DU SACRE-COEUR","college.sacre-coeur.vannes@dial.oleane.com","Not found","02 97 63 23 51","Not found","Collège : 13 rue Amiral Defforges56000 VANNESFrance","Ecole : Rue des Vénètes"
"ECOLE SAINTE BERNADETTE  ET COLLEGE PRIVES JEAN XXIII","Not found","Not found","05 61 67 92 29","Not found","7 avenue de Foix09100 PAMIERSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ec.pontchateau.st-joseph@ec44.scolanet.org","Not found","02 40 01 63 26","Not found","8 rue Saint-Colomban44160 PONTCHATEAUFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole.st-joseph.dardilly@wanadoo.fr","Not found","04 78 43 20 89","Not found","18 route d'Ecully69570 DARDILLYFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","stjosephmarboz@free.fr","Not found","04 74 42 36 20","Not found","182 avenue de Bourgogne01851 MARBOZFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolestjoseph.stgermaindespres@wanadoo.fr","ec.stgermainsdespres.stjoseph@ec49.org","02 41 39 89 57","Not found","2 Lot la Garenne49170 ST GERMAIN DES PRESFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole.ste-marie.neufchatel@wanadoo.fr","Not found","03 21 83 78 27","Not found","39 rue des Allées62152 NEUFCHATEL HARDELOTFrance","Not found"
"ECOLE PRIVEE SAINT-DONATIEN","ec.nantes.st-donatien.prim@ec44.scolanet.org","ecolesaintdonatien@free.fr","02 51 86 06 16","02 40 74 36 48","Primaire : 15 rue St Donatien44000 NANTESFrance","Maternelle : 61 bis rue du Coudray"
"ECOLE PRIVEE SAINT-PIERRE","eco22.st-pierre.corseul@eco.ecbretagne.org","Not found","02 96 27 90 06","Not found","4 rue Lessard22130 CORSEULFrance","Not found"
"EXTERNAT DU SACRE-COEUR  ECOLE ET COLLEGE PRIVES","Not found","Not found","03 28 64 66 32","03 28 60 56 06","214 rue de la République59430 ST POL SUR MERFrance","Not found"
"ECOLE ET COLLEGE PRIVES JEANNE D'ARC","ogec-jeanne-darc@wanadoo.fr","Not found","05 46 07 02 03","Not found","1 avenue Saint-Pierre - BP 7517700 SURGERESFrance","Not found"
"ECOLE ET COLLEGE PRIVES JEANNE D'ARC","jeannedarc@ataraxie.fr","Not found","04 68 71 78 80","Not found","44 rue Victor Hugo11000 CARCASSONNEFrance","Not found"
"ECOLE PRIVEE PIERRE MONNEREAU","dir.ecole.brouzils@orange.fr","ecoleprivee.lesbrouzils@orange.fr","02 51 42 91 64","02 51 42 91 64","1 rue de l’Avenir85260 LES BROUZILSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.pontrieux@ecbretagne.org","Not found","02 96 95 61 62","Not found","26 rue Kerpontou22260 PONTRIEUXFrance","Not found"
"ECOLE PRIVEE ST-JOSEPH","pinscathy@yahoo.fr","Not found","04 67 97 10 76","Not found","16 rue de l'Espitalet34220 ST PONS DE THOMIERESFrance","Not found"
"ECOLE PRIVEE BON PASTEUR","Not found","Not found","05 65 70 34 02","Not found","Rue du Petit Faubourg12150 SEVERAC LE CHATEAUFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolepriveelabutte@wanadoo.fr","Not found","02 51 92 20 87","Not found","La Butte85700 LES CHATELLIERS CHATEAUMURFrance","Not found"
"ECOLE PRIVEE L'EAU VIVE","ecoleeauvivefontaines@wanadoo.fr","Not found","02 51 51 90 80","Not found","30 rue du Docteur Rouget85200 FONTAINESFrance","Not found"
"ECOLE PRIVEE SAINT-RAPHAEL","ecole.leslandesgenusson@gmail.com","Not found","02 51 91 69 34","Not found","Rue Jeanne d'Arc85130 LES LANDES GENUSSONFrance","Not found"
"ECOLE PRIVEE SAINT-GEORGES","stgeorges13dir@wanadoo.fr","Not found","04 91 52 78 34","Not found","6 rue Capitaine Dessemond13007 MARSEILLEFrance","Not found"
"ECOLE PRIMAIRE PRIVEE  ISRAELITE NATHANEL","Not found","Not found","03 87 36 34 31","Not found","39 rue du Rabbin Elie Bloch57000 METZFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","01 39 83 59 53","Not found","24 rue du Général de Gaulle95170 DEUIL LA BARREFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ec.st-herblain.ste-marie@ec44.scolanet.org","Not found","02 40 86 16 28","Not found","7 place Abbé Chérel44800 ST HERBLAINFrance","Not found"
"ECOLE PRIVEE SAINT-SAUVEUR","ecoleprivee.laforet@wanadoo.fr","Not found","05 49 80 83 01","Not found","2 rue du ChanoineTurpault79380 LA FORET SUR SEVREFrance","Not found"
"ECOLE PRIVEE SAINTE-AGNES","Not found","Not found","05 65 47 45 67","Not found","Le Bourg12560 ST SATURNIN DE LENNEFrance","Not found"
"ECOLE PRIVEE","ec-gilpr@inforoutes-ardeche.fr","Ecole.Primaire.Privee.Gilhoc@inforoutes-ardeche.fr","04 75 06 23 01","Not found","Le Village07270 GILHOC SUR ORMEZFrance","Not found"
"ECOLE PRIVEE DU VIEUX CHATEAU","ec-sscpr@inforoutes-ardeche.fr","Not found","04 75 23 15 87","Not found","5 place du Peycher07370 SARRASFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","ec.angers.sacrecoeur@ec49.org","Not found","02 41 81 42 49","Not found","10 -20 rue Millet49100 ANGERSFrance","Not found"
"ECOLE PRIVEE","ecoleboissiere@wanadoo.fr","Not found","02 51 41 68 15","Not found","1 rue Centrale85600 LA BOISSIERE DE MONTAIGUFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","college_st_jo@cc-parthenay.fr","ecole_st_jo@cc-parthenay.fr","05 49 64 13 95","Not found","36 boulevard Anatole France79200 PARTHENAYFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","saint.joseph.43.saint.julien@wanadoo.fr","ec.stjo.jul@ec43.org","04 71 08 70 99","04 71 08 40 90 (école)","Rue Chaussade43260 ST JULIEN CHAPTEUILFrance","Not found"
