"name","mail","mail2","tel","tel2","adrs","adrs2"
"INSTITUTION PRIVEE NOTRE-DAME","chateauneuf.end@wanadoo.fr","Not found","02 37 51 06 48","Not found","44 rue Jean Moulin28170 CHATEAUNEUF EN THYMERAISFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH - NOTRE-DAME","Not found","ec.parce.ndstjoseph@ec72.org","02 43 95 39 23","Not found","11 rue de l'Epervier72300 PARCE SUR SARTHEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","directrice@saintemarie-caen.asso.fr","Not found","02 31 46 86 31","Not found","8 avenue Croix-Guérin14000 CAENFrance","Not found"
"ECOLE PRIVEE NAZARETH - SAINT-JOSEPH","ec.chateaubriant.nazareth@ec44.scolanet.org","ecolenazareth@wanadoo.fr","02 40 81 35 35","Not found","22 boulevard Victor Hugo44110 CHATEAUBRIANTFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","contact@janze-sacre-coeur.com","Not found","02 99 47 03 08","Not found","10 boulevard Gambetta35150 JANZEFrance","Not found"
"ECOLE PRIVEE NOTRE DAME DU MONT","Not found","Not found","03 21 88 85 88","Not found","17 rue de la Montagne59143 WATTENFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","eja-sgg@wanadoo.fr","ecolejdastgenix@yahoo.fr","04 76 31 81 30","Not found","Rue Jeanne d'Arc73240 ST GENIX SUR GUIERSFrance","Not found"
"ECOLE PRIVEE LA TRINITE","trinite.ecole@wanadoo.fr","Not found","02 40 81 08 13","Not found","5 rue Jean de Laval44110 CHATEAUBRIANTFrance","Not found"
"ECOLE PRIVEE LES TEMPLIERS","ec.etriche.lestempliers@ec49.org","Not found","02 41 42 84 64","Not found","5 rue de la Templerie49330 ETRICHEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolesaintjoseph.morestel@wanadoo.fr","Not found","04 74 80 19 76","Not found","200 rue Auguste Ravier38510 MORESTELFrance","Not found"
"ECOLE PRIMAIRE PRIVEE SAINTE-THERESE","ecvilsts@edres74.net","Not found","04 50 02 05 52","Not found","Carouge74230 LES VILLARDS SUR THONESFrance","Not found"
"ECOLE PRIVEE ST-JOSEPH- LA MADELEINE","secretariat@saint-jo.com","ecole-la-madeleine@wanadoo.fr","03 23 83 25 88","Not found","5 rue de la Madeleine02400 CHATEAU THIERRYFrance","Not found"
"ECOLE SAINTE-ELISABETH DE PLAISANCE","ste-elisabeth-de-plaisance@orange.fr","Not found","01 43 20 03 58","Not found","12 rue Croce Spinelli75014 PARISFrance","Not found"
"ECOLE PRIVEE LES ABEILLES","epa38@orange.fr","Not found","09 77 81 23 33","Not found","Rue du Stade38780 OYTIER ST OBLASFrance","Not found"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME DU BON CONSEIL","lacamille@wanadoo.fr","Not found","04 78 51 33 76","Not found","23 rue de la Camille69600 OULLINSFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","02 54 96 45 19","Not found","13 avenue de Verdun41200 VILLEFRANCHE SUR CHERFrance","Not found"
"ECOLE PRIVEE DE L'IMMACULEE","ecoleimmaculee@orange.fr","Not found","04 68 25 07 47","Not found","3 impasse de la Conférence11000 CARCASSONNEFrance","Not found"
"ECOLE PRIVEE LA SAINTE-FAMILLE","famtou1@scolalor.net","Not found","03 83 43 01 35","Not found","6 rue de Rigny54200 TOULFrance","Not found"
"ECOLE PRIVEE - COURS DIOT","ecole-diot@wanadoo.fr","Not found","04 78 24 31 40","Not found","11 et 14 place du Maréchal Lyautey69006 LYONFrance","Not found"
"ECOLE PRIVEE SAINTE GENEVIEVE","ec-pr-sainte-genevieve-gien@ac-orleans-tours.fr","Not found","02 38 67 16 57","Not found","7 rue Paul Bert45550 GIENFrance","Not found"
"ECOLE PRIVEE SAINTE-ISABELLE","ecoleisabelle@wanadoo.fr","Not found","02 35 91 05 86","Not found","419 Grand'Rue76570 LIMESYFrance","Not found"
"ECOLE PRIVEE SAINTE-PHILOMENE","Not found","Not found","02 98 92 10 35","Not found","14 rue Aviateur Le Bris29100 DOUARNENEZFrance","Not found"
"ECOLE PRIVEE SEVIGNE","secretariat@ecolesevignebordeaux.com","Not found","05 56 00 74 50","Not found","10 rue des Palanques33000 BORDEAUXFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE - SAINT-JOSEPH","Not found","Not found","02 43 42 02 39","Not found","60 rue du Maine72200 ST GERVAIS EN BELINFrance","Not found"
"ECOLE PRIVEE LA PROVIDENCE","propor1@scolalor.net","Not found","03 29 67 40 89","Not found","23 rue Eugène Huraux88330 PORTIEUXFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","stjodk@wanadoo.fr","stjodk@club-internet.fr","03 28 64 78 65","Not found","50 rue de la Paix59140 DUNKERQUEFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES- SAINT-MICHEL","saintcharles2@wanadoo.fr","Not found","04 90 82 21 88","Not found","12 bis rue du Roi René84000 AVIGNONFrance","Not found"
"ECOLE PRIVEE SAINT-FERDINAND","chanzy28@wanadoo.fr","Not found","02 37 28 09 49","Not found","13 rue Chanzy28000 CHARTRESFrance","Not found"
"ECOLE PRIVEE SAINT-JACQUES","ec.angers.stjacques@ec49.org","Not found","02 41 48 07 06","Not found","14 impasse Ampère49100 ANGERSFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","st.Joseph22quessoy@wanadoo.fr","eco22.ste-anne.quessoy@eco.ecbretagne.org","02 96 42 31 95","Not found","23 rue de la Corderie22120 QUESSOYFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole-st-joseph-oissel@wanadoo.fr","Not found","02 35 64 74 85","Not found","8 rue Emile Combes76350 OISSELFrance","Not found"
"ECOLE PRIVEE SAINT-LAURENT","laubre1@scolalor.net","Not found","03 29 25 41 61","Not found","1 rue Mougel Bey88250 LA BRESSEFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","saintlouis76@free.fr","Not found","02 35 96 77 35","Not found","933 rue Charles de Gaulle76640 FAUVILLE EN CAUXFrance","Not found"
"VOTRE ECOLE CHEZ VOUS","ecole@vecv.org","vecv-association@vecv.org","01 48 06 77 84","Not found","29 rue Merlin75011 PARISFrance","Not found"
"ECOLE PRIVEE LES TILLEULS","eugenie0802@wanadoo.fr","Not found","04 77 24 08 24","Not found","8 rue Elisée David42130 BOEN SUR LIGNONFrance","Not found"
"ECOLE PRIVEE SAINTE-JULE","ecolestejule@free.fr","Not found","03 25 73 34 19","Not found","5 rue Saint-Antoine10000 TROYESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","04 50 36 88 74","Not found","61 rue du Môle74250 VIUZ EN SALLAZFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","saintemarie-ml@orange.fr","Not found","01 39 62 54 30","Not found","45 rue du Fossé78600 MAISONS LAFFITTEFrance","Not found"
"ECOLE PRIVEE  NOTRE-DAME DE L'ASSOMPTION","contact@ecole-nda.fr","Not found","01 69 20 23 61","Not found","11 rue d'Antony91370 VERRIERES LE BUISSONFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE EN CHARTREUSE","Not found","Not found","04 76 55 14 67","Not found","25 chemin de Manjotier38380 MIRIBEL LES ECHELLESFrance","Not found"
"ECOLE PRIVEE NOTRE DAME DES NOES","eco22.sc.binic@eco.ecbretagne.org","Not found","02 96 73 70 14","Not found","4 rue des Fontaines22520 BINICFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Pascal.Deron@wanadoo.fr","eco22.nd.erquy@eco.ecbretagne.org","02 96 72 48 41","Not found","7 rue Saint-Pierre22430 ERQUYFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.landehen@eco.ecbretagne.org","Not found","02 96 30 04 40","Not found","2 rue des Roseaux22400 LANDEHENFrance","Not found"
"ECOLE PRIVEE","eco22.prim.penguily@eco.ecbretagne.org","Not found","02 96 30 27 28","Not found","3 rue de l'Eglise22510 PENGUILLYFrance","Not found"
"ECOLE PRIVEE IMMACULEE-CONCEPTION","ecole.immaculee@laposte.net","ec.immaculee.elbeuf@srec-hn.com","02 35 81 06 80","Not found","54 rue de Neubourg76500 ELBEUFFrance","Not found"
"ECOLE PRIVEE MONSABRÉ - SAINTE-MARIE","secretariat@ecole-monsabre.com","Not found","02 54 74 14 68","Not found","2-6 rue du Point du Jour41000 BLOISFrance","Not found"
"ECOLE PRIVEE SAINTE-ODILE","ste-odile.montpellier@wanadoo.fr","Not found","04 67 72 86 86","Not found","80 rue du Pré-aux-Clercs34000 MONTPELLIERFrance","Not found"
"NOTRE-DAME DE SION  ECOLE PRIVEE SAINTE-MARIE SION","nds.sainte.marie@wanadoo.fr","Not found","01 43 26 69 08","Not found","93 rue Notre-Dame des Champs75006 PARISFrance","Not found"
"ECOLE PRIVEE SAINT-NIZIER - TOUR-PITRAT","ecole.saintnizier@wanadoo.fr","Not found","04 78 42 05 95","Not found","1 rue Mercière69002 LYONFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE D'EN-HAUT","frances.carole@neuf.fr","Not found","04 74 36 33 68","Not found","9 rue du Cuchon01230 ST RAMBERT EN BUGEYFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","notredame-longny@wanadoo.fr","Not found","02 33 73 67 19","Not found","9 bis rue des Prés61290 LONGNY AU PERCHEFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","ec.allonnes.stetherese@ec72.org","Not found","02 43 80 49 95","Not found","73 rue Pierre Curie72700 ALLONNESFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","ecolestetherese3@wanadoo.fr","Not found","02 43 94 81 86","Not found","21 place de la République72270 MALICORNE SUR SARTHEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","stjosephyvre@wanadoo.fr","Not found","02 43 89 66 58","Not found","11 avenue Guy Bouriat72530 YVRE L EVEQUEFrance","Not found"
"MATERNELLE ET COLLEGE PRIVES  SAINT-DOMINIQUE","collegestdochalon@wanadoo.fr","Not found","03 85 42 41 21","03 85 48 47 05","20 avenue de Paris71100 CHALON SUR SAONEFrance","Maternelle :"
"INSTITUTION VALSAINTE  ECOLE ET COLLEGE PRIVES","valsainte30.college@wanadoo.fr","Not found","04 66 02 95 95","Not found","51 rue de la Biche30000 NIMESFrance","Not found"
"ECOLE PRIVEE SAINT-VINCENT","info@saint-vincent.org","Not found","04 50 40 72 79","Not found","20 rue de Gex01210 FERNEY VOLTAIREFrance","Not found"
"ECOLE PRIVEE SAINTE-CROIX  SAINT-JEAN-BAPTISTE","Not found","Not found","03 21 71 55 67","Not found","20 rue Ozanam62000 ARRASFrance","Not found"
"ECOLE PRIVEE SAINTE-FAMILLE","Not found","Not found","05 65 81 17 03","Not found","8 rue des Cordeliers12200 VILLEFRANCHE DE ROUERGUEFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","Not found","Not found","02 35 46 35 25","Not found","5 rue des Guêpes76310 STE ADRESSEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","stemariecrepy@wanadoo.fr","Not found","03 44 87 93 54","Not found","16 bis rue de Soissons60800 CREPY EN VALOISFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","Not found","Not found","02 33 35 12 26","Not found","2 avenue Léon Labbé61150 ECOUCHEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME   DU SACRE-COEUR","nd.sacrecoeur.stmars@orange.fr","Not found","02 43 27 30 34","Not found","2 rue de Bel-Air72290 ST MARS SOUS BALLONFrance","Not found"
"ECOLE PRIVEE SAINT-PAUL","ecolesaintpaullele@wanadoo.fr","Not found","02 43 95 91 66","Not found","Le Bourg72300 NOTRE DAME DU PEFrance","Not found"
"ECOLE ET COLLEGE  PRIVES CHEVREUL-CHAMPAVIER","chevreulchampavier@wanadoo.fr","Not found","04 96 12 12 00","Not found","22 rue Brochier13005 MARSEILLEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","03 21 71 10 55","Not found","30 rue Baudimont - BP 56062000 ARRASFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE JOIE","eco56.ndj.pontivy@eco.ecbretagne.org","Not found","02 97 25 32 06","Not found","6 rue du Chêne56300 PONTIVYFrance","Not found"
"GROUPE SCOLAIRE PRIVE  ECOLE SAINT-SAUVEUR - SAINT-EUBERT","Not found","Not found","03 20 52 60 83","Not found","1 rue Charles Debierre59800 LILLEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolesaintbeauzire@orange.fr","Not found","04 73 33 95 08","Not found","13 rue du Couvent63360 ST BEAUZIREFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","04 76 89 77 20","Not found","Chemin de Luiset38410 ST MARTIN D URIAGEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","n.d.bezouce@orange.fr","Not found","04 66 75 16 16","Not found","1 rue Londès30320 BEZOUCEFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","eco22.ste-jda.coetmieux@eco.ecbretagne.org","Not found","02 96 34 66 91","Not found","5 rue Beau-Soleil22400 COETMIEUXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE L'ISLE","nd-de-isle.goudelin@22.scolanet.org","eco22.nd.goudelin@eco.ecbretagne.org","02 96 70 02 58","Not found","Route de Montjoie22290 GOUDELINFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","eco22.ste-anne.planguenoual@eco.ecbretagne.org","Not found","02 96 32 70 14","Not found","CE1 - CM2 : 18 rue de la Mer22400 PLANGUENOUALFrance","Mat - CP : 3 rue du 19 Mars 1962"
"ECOLE PRIVEE SAINTE-ANGELE","sainteangele.chirac@voila.fr","Not found","04 66 32 77 40","Not found","Rue Marceau Crespin48100 CHIRACFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","ecole.sacrecoeur@wanadoo.fr","Not found","03 23 63 72 27","Not found","38 rue Condorcet02240 RIBEMONTFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Ste-marie.vallet@44.scolanet.org","ste-marie.vallet@wanadoo.fr","02 40 33 94 05","Not found","29 rue François Luneau44330 VALLETFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","sainte-marie.auxerre@wanadoo.fr","Not found","03 86 52 10 40","Not found","14 rue de la Fraternité89000 AUXERREFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole.saintemarie.dax@wanadoo.fr","Not found","05 58 74 13 47","Not found","Rue Aygue Rouye40101 DAX CEDEXFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","stemariegivors@wanadoo.fr","ecole-stemarie-givors@yahoo.fr","04 78 73 06 21","Not found","1 rue Piéroux69700 GIVORSFrance","Not found"
"ECOLE PRIVEE SAINTE-URSULE  ET COLLEGE PRIVE SAINT-MARC","college.stmarc@wanadoo.fr","ecole-sainteursule@wanadoo.fr","04 78 25 06 54","04 78 25 06 54","11 rue Soeur Bouvier69005 LYONFrance","Collège :"
"ECOLE PRIVEE SAINT-MARTIN - SAINTE-AGNES","ecolestmartinsteagnesmezieres@orange.fr","Not found","02 37 43 71 10","Not found","Place Saint-Martin28500 MEZIERES EN DROUAISFrance","Not found"
"INSTITUT SAINTE-GENEVIEVE  ECOLE, COLLEGE ET LYCEE PRIVES","secdir@isg6.paris","Not found","01 44 39 01 00","Not found","64 rue d'Assas75006 PARISFrance","Not found"
"GROUPE SCOLAIRE JEANNE D'ARC  ECOLE, COLLEGE ET LP PRIVES","institution-jeannedarc@wanadoo.fr","Not found","03 26 47 50 25","Not found","94 avenue de Laon51100 REIMSFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-MARIE","saintemarie.2@wanadoo.fr","Not found","03 86 25 07 70","Not found","16 rue Paul Bert58300 DECIZEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","Not found","Not found","02 51 62 03 88","Not found","63 rue Molière85000 LA ROCHE SUR YONFrance","Not found"
"ECOLE BILINGUE LES MOINEAUX","sophie.ranc@wanadoo.fr","Not found","01 47 04 79 67","Not found","5 villa Malakoff75116 PARISFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","Not found","Not found","02 35 31 00 30","Not found","46 rue Pierre Fauquet-Lemaître76210 BOLBECFrance","Not found"
"ECOLE PRIVEE SAINTE-BERNADETTE","Not found","Not found","02 97 63 09 03","Not found","Rue Jean-François de Surville56000 VANNESFrance","Not found"
"ECOLE PRIVEE SAINTE-MADELEINE","dir.stemadeleine@free.fr","Not found","04 90 95 21 85","Not found","2 rue de la Gare13440 CABANNESFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole.marie@wanadoo.fr","Not found","02 37 48 21 04","Not found","1 rue de Tillières28270 BREZOLLESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","saintjo.lemele@wanadoo.fr","Not found","02 33 27 62 94","Not found","5 cours du Château61170 LE MELE SUR SARTHEFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES","Not found","ecole.saintcharles@wanadoo.fr","02 43 95 52 25","Not found","Rue Pioger72300 AUVERS LE HAMONFrance","Not found"
"ECOLE PRIVEE SAINTE-ADELAIDE","ecole.privee.ste.adelaide@wanadoo.fr","ec.montfort.steadelaide@ec72.org","02 43 76 70 06","Not found","72 Grande Rue72450 MONTFORT LE GESNOISFrance","Not found"
"INSTITUTION BAYARD  ECOLE ET COLLEGE PRIVES","institution-bayard@wanadoo.fr","Not found","04 76 44 25 69","Not found","13 bis rue Bayard38000 GRENOBLEFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-FAMILLE","stefamille.ecole-college@wanadoo.fr","Not found","04 67 92 81 75","Not found","10 place Roger Salengro34000 MONTPELLIERFrance","Not found"
"ECOLE PRIVEE LOUIS CHAMBARD","Louis-Chambarde-01@wanadoo.fr","chambart-c@wanadoo.fr","04 79 81 08 70","Not found","31 rue des Cordeliers01300 BELLEYFrance","Not found"
"ECOLE PRIVEE SAINT-ANDEOL","saint-andeol@wanadoo.fr","Not found","04 90 37 25 59","Not found","Place Saint-Andéol84850 CAMARET SUR AIGUESFrance","Not found"
"ECOLE PRIVEE SAINT-BRUNO","st.bruno.berriat@free.fr","Not found","04 76 96 01 58","Not found","97 bis cours Berriat38000 GRENOBLEFrance","Not found"
"ECOLE PRIVEE SAINT-DOMINIQUE","Not found","Not found","04 90 69 84 23","Not found","Place du 11 Novembre84380 MAZANFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN","ecolest-jean@club-internet.fr","Not found","01 64 36 23 77","Not found","32 rue de la République77122 MONTHYONFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ec-pr-saint-joseph-chateauneuf-sur-loire@ac-orleans-tours.fr","Not found","02 38 58 45 33","Not found","63 Grande-Rue45110 CHATEAUNEUF SUR LOIREFrance","Not found"
"INSTITUTION SAINTE-MARIE  ECOLE - COLLEGE - LYCEE- PREPA","secretariat@ism-antony.org","Not found","01 46 11 58 00","01 55 59 01 33","Secondaire : 2 rue de l'Abbaye92160 ANTONYFrance","Primaire :21 bis rue Auguste Mounié"
"ECOLE PRIVEE DU SACRE-COEUR","sacre.coeur64@wanadoo.fr","Not found","05 59 44 91 94","Not found","Chemin Irrumbéria64990 VILLEFRANQUEFrance","Not found"
"ECOLE ET COLLEGE PRIVES DU SACRE-COEUR","groupescolairedusacrecoeur@orange.fr","Not found","04 71 78 01 48","Not found","7 rue Saint-Michel15400 RIOM ES MONTAGNESFrance","Not found"
"ECOLE ET COLLEGE PRIVES DU SAUVEUR","le.sauveur87.col@wanadoo.fr","Not found","05 55 70 11 83","09 60 40 59 99","23 rue Rochefroide87700 AIXE SUR VIENNEFrance","Not found"
"ECOLE SAINT-ANDRE","ecole-saint-andre@wanadoo.fr","saintandre.prof@wanadoo.fr","04 71 23 00 89","04 71 23 06 67","Ecole : 11 rue Jean Rieuf15500 MASSIACFrance","Collège : 53 avenue du général de Gaulle15500 MASSIAC"
"ECOLE PRIVEE SAINT-JACQUES","ecole-catholique.saint-jacques@wanadoo.fr","Not found","04 67 85 16 69","Not found","4 rue Barthou34690 FABREGUESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole.sjnr.28@wanadoo.fr","Not found","02 37 51 42 11","Not found","12 place du Marché à la Volaille28210 NOGENT LE ROIFrance","Not found"
"ECOLE PRIVEE MERE TERESA","ce.0594075j@ac-lille.fr","Not found","03 20 70 42 47","03 20 70 65 92","44 rue Rollin59100 ROUBAIXFrance","Maternelle : 4 bis rue La Bruyère"
"ECOLE PRIVEE SAINT-JOSEPH","ec-jospr@inforoutes-ardeche.fr","Not found","04 75 64 22 31","Not found","5 place de la Libération07000 PRIVASFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH - SAINT-GUENOLE","Not found","Not found","02 98 06 03 05","Not found","6 rue des Grands Chênes29930 PONT AVENFrance","Not found"
"ECOLE PRIVEE SAINT-LAZARE","ecole.stlazare@club-internet.fr","Not found","02 43 24 71 92","Not found","34 avenue Olivier Heuzé72000 LE MANSFrance","Not found"
"ECOLE PRIVEE SAINT-MARC- ASSOMPTION","assomption.smsa@wanadoo.fr","Not found","02 38 24 02 73","Not found","20 ter rue Saint-Marc45000 ORLEANSFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","jeannedarc-begles@wanadoo.fr","Not found","05 56 85 97 75","Not found","65 avenue du Professeur Bergonié33130 BEGLESFrance","Not found"
"ECOLE PRIVEE   LES JARDINS DE NOTRE-DAME","ecolelesjardins@wanadoo.fr","Not found","04 90 29 60 61","Not found","1 rue des Jardins84420 PIOLENCFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","cesson-notre-dame@wanadoo.fr","Not found","02 99 83 17 62","Not found","45 bis rue des Lauriers35510 CESSON SEVIGNEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE TOUTES AIDES","ec.nantes.nd-toutes-aides.papin@ec44.scolanet.org","ndta.dp@wanadoo.fr","02 40 49 70 19","Not found","8 rue Denis Papin44000 NANTESFrance","Not found"
"SAINT-PIERRE INSTITUT","saint-pierre91@saint-pierre91.org","Not found","01 60 47 99 99","Not found","70 rue de Montgeron - BP 20191801 BRUNOY CEDEXFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ec.brains.ste-anne@ec44.scolanet.org","ecole-sainteanne@wanadoo.fr","02 40 65 40 48","Not found","26 rue du Plessis44830 BRAINSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ec.orvault.st-joseph@ec44.scolanet.org","maternelle.stjoseph@wanadoo.fr","02 40 63 10 86","Not found","25 rue Hubert de la Brosse44700 ORVAULTFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN-BAPTISTE","st.jean.baptiste.ecole@libertysurf.fr","ecoleallan@hotmail.com","04 75 46 64 79","Not found","Le Village26780 ALLANFrance","Not found"
"ECOLE ET COLLEGE PRIVES   SAINT-AUGUSTIN","college@staugustin.fr","ec.angers.staugustin@ec49.org","02 41 68 94 50","02 41 68 94 52 (école)","3 rue du Colombier49000 ANGERSFrance","Not found"
"JARDIN DES CAPUCINES","jardin.des.capucines@wanadoo.fr","Not found","01 60 12 06 65","Not found","1 place de Chevry91190 GIF SUR YVETTEFrance","Not found"
"COURS SAINT-CHARLES  ECOLE PRIVEE SAINT-CHARLES-RECOUVRANCE","Not found","Not found","02 38 53 72 55","02 38 53 65 47","Maternelle :5 bis rue Croix-de-Bois45000 ORLEANSFrance","Primaire :26 rue Stanislas Julien"
"ECOLE PRIVEE DU BOCAGE","le.bocage73@wanadoo.fr","Not found","04 79 33 23 19","Not found","76 rue Plaisance73000 CHAMBERYFrance","Not found"
"ECOLE PRIVEE DE BOUVILLE","ecolebouville@free.fr","Not found","05 57 68 44 40","09 51 18 53 44","2 rue Valentin Bernard33710 BOURG SUR GIRONDEFrance","Not found"
"ECOLE PRIVEE DE L'ASSOMPTION","ecole.assomption@wanadoo.fr","Not found","02 35 43 60 68","Not found","32 rue Lord Kitchener76600 LE HAVREFrance","Not found"
"ECOLE PRIVEE DES BOIS","ecole.des.bois@wanadoo.fr","contact@ecole-des-bois.org","05 56 30 73 08","Not found","2 chemin du PlataneDomaine de Cantinolle33650 MARTILLACFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","ecole-maternelle.stetherese@wanadoo.fr","Not found","03 81 96 52 58","Not found","2 rue de l'Eglise25190 MONTANDONFrance","Not found"
"ECOLE PRIVEE STE-MARIE- STE-FAMILLE","Not found","Not found","05 63 63 12 75","Not found","6 rue Chanoine Miquel82000 MONTAUBANFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","04 75 44 32 60","Not found","137 avenue Victor Hugo26000 VALENCEFrance","Not found"
"ECOLE PRIVEE SAINTE-CATHERINE","secretariat@ecolesaintecatherine.com","Not found","01 43 25 57 89","Not found","13 bis-15 rue des Bernardins75005 PARISFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","ec.isse.st-louis@ec44.scolanet.org","ecolestlouis.isse@free.fr","02 40 55 18 14","Not found","5 rue de la Poste44520 ISSEFrance","Not found"
"ECOLE ET COLLEGE PRIVES  MERCIER SAINT-PAUL","Not found","Not found","01 34 92 84 20","01 34 92 84 21","15 rue Gambetta78250 MEULANFrance","Primaire : 70-72 rue Gambetta"
"ECOLE PRIVEE LA PROVIDENCE","propor1@scolalor.net","Not found","03 29 67 40 89","Not found","23 rue Eugène Huraux88330 PORTIEUXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE TOUTES AIDES","ec.nantes.nd-toutes-aides.papin@ec44.scolanet.org","ndta.dp@wanadoo.fr","02 40 49 70 19","Not found","8 rue Denis Papin44000 NANTESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME - JEANNE D'ARC","ecolenotredamepau@gmail.com","Not found","05 59 30 04 79","Not found","5 rue des Anglais64000 PAUFrance","Not found"
"ECOLE PRIVEE   SAINT-BAUDILE LES CARMES","Not found","Not found","04 66 67 85 43","Not found","12 rue Flamande30000 NIMESFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES- SAINT-MICHEL","saintcharles2@wanadoo.fr","Not found","04 90 82 21 88","Not found","12 bis rue du Roi René84000 AVIGNONFrance","Not found"
"ECOLE ET COLLEGE PRIVES JEANNE D'ARC","j.arc.calais.clg@wanadoo.fr","ecole.j.arc.calais@wanadoo.fr","03 21 36 60 62","Not found","11 rue Champailler62100 CALAISFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","st-joseph-cornas@wanadoo.fr","Not found","04 75 84 78 55","Not found","4 rue des Bouviers07130 CORNASFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.langourla@eco.ecbretagne.org","Not found","02 96 30 41 23","Not found","Le Bourg22330 LANGOURLAFrance","Not found"
"ECOLE PRIVEE ELISABETH DE LA TRINITE","ecole@elisabethdelatrinite.com","Not found","03 80 67 20 48","Not found","30 rue Jean-Baptiste Baudin21000 DIJONFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SACRE-COEUR DE PONTLIEUE","clg.sacre-coeur@wanadoo.fr","sacrecœurlemans@laposte.net","02 43 85 83 26","02 43 78 1 09 (école)","66 rue de Laigné72100 LE MANSFrance","Not found"
"ENSEMBLE SCOLAIRE PRIVE  JEANNE D'ARC - SAINT-ROMAIN","accueil-jdasr@orange.fr","Not found","05 57 42 00 08","Not found","Collège Jeanne d'Arc25 rue André Lafon33390 BLAYEFrance","Ecole Saint-Romain11 rue Urbain Albouy"
